ID,PredictedProb
0,0.74075
1,0.927916666667
2,0.788583333333
7,0.611883333333
10,0.754083333333
11,0.770583333333
13,0.9015
14,0.69150877193
15,0.974833333333
16,0.878333333333
17,0.817
18,0.670875
19,0.793558333333
20,0.768215116279
25,0.904916666667
26,0.740583333333
29,0.825333333333
38,0.90009
41,0.888166666667
44,0.679583333333
45,0.558666666667
47,0.7485
48,0.626166666667
49,0.891416666667
50,0.881
53,0.84075
56,0.762166666667
59,0.736888888889
60,0.726333333333
64,0.773242063492
65,0.955666666667
66,0.724666666667
68,0.759166666667
69,0.8228
70,0.802273809524
71,0.736166666667
72,0.737944444444
76,0.793666666667
80,0.656637362637
82,0.842102083333
83,0.958166666667
85,0.863703508772
86,0.876666666667
87,0.78854040404
89,0.826866666667
97,0.71725
99,0.6942
101,0.656622916667
102,0.681904761905
103,0.650683333333
104,0.799516666667
106,0.91375
107,0.695583333333
109,0.941833333333
111,0.763833333333
113,0.956916666667
114,0.747025641026
118,0.864725
119,0.88535
120,0.9375
123,0.808916666667
128,0.648666666667
129,0.8945
131,0.964333333333
133,0.637097619048
134,0.681
136,0.990166666667
137,0.825804761905
139,0.887677380952
140,0.81675
142,0.84349382716
144,0.678616666667
146,0.79019047619
147,0.649626190476
148,0.861544778613
150,0.605433333333
151,0.648333333333
152,0.928833333333
155,0.993333333333
158,0.798716666667
159,0.683410377358
160,0.972
161,0.769119047619
165,0.925
166,0.806583333333
170,0.895683333333
171,0.65975
174,0.782583333333
175,0.8265
179,0.783325396825
180,0.916321033868
181,0.90725
184,0.78075
185,0.746733333333
187,0.757092105263
188,0.927833333333
190,0.877
191,0.753833333333
192,0.78625
193,0.892583333333
196,0.922833333333
197,0.7935
198,0.887416666667
205,0.6422
211,0.869333333333
213,0.79675
214,0.859825
217,0.812666666667
218,0.895916666667
221,0.746166666667
222,0.818188095238
225,0.762583333333
229,0.90725
236,0.874916666667
237,0.905597701149
238,0.817666666667
239,0.931711111111
242,0.771666666667
245,0.921625
246,0.741681372549
247,0.965583333333
248,0.966083333333
254,0.906
255,0.63375
257,0.904494413408
259,0.657454545455
264,0.91415
270,0.783166666667
272,0.7705
274,0.836916666667
275,0.898383333333
278,0.76503654485
280,0.587666666667
281,0.574805555556
282,0.626409090909
283,0.979666666667
284,0.948833333333
286,0.77461754386
287,0.755666666667
288,0.927
289,0.894533333333
290,0.575566666667
291,0.767816666667
294,0.613333333333
295,0.81455
297,0.812070238095
299,0.733833333333
305,0.720583333333
307,0.84905
308,0.8251
313,0.7355
314,0.8545
315,0.939419047619
316,0.867533333333
317,0.867047619048
319,0.781642857143
322,0.884568518519
323,0.764327044025
324,0.8045
326,0.980833333333
327,0.6635
329,0.9735
330,0.488833333333
331,0.794666666667
336,0.74805
337,0.757833333333
338,0.85075
340,0.931833333333
345,0.616716666667
347,0.817833333333
348,0.745333333333
350,0.989833333333
352,0.790023809524
356,0.884104545455
357,0.882357142857
358,0.895666666667
359,0.770166666667
361,0.862362068966
363,0.822866666667
364,0.731666666667
368,0.796833333333
376,0.985833333333
378,0.810083333333
382,0.802916666667
384,0.572797619048
385,0.913468253968
388,0.783383333333
389,0.974333333333
391,0.777
392,0.696333333333
395,0.72872
396,0.9655
397,0.615083391405
399,0.774
404,0.862
407,0.82775
409,0.857333333333
410,0.656666666667
413,0.911166666667
414,0.604166666667
416,0.739916666667
418,0.8785
419,0.909666666667
420,0.959833333333
422,0.917138888889
423,0.803333333333
427,0.617097619048
429,0.9775
430,0.715833333333
431,0.8815
432,0.750988095238
433,0.901666666667
434,0.608885714286
436,0.8375
437,0.877531122449
451,0.748716666667
452,0.732416666667
454,0.790631782946
457,0.891958333333
458,0.773083333333
460,0.9205
461,0.95575
462,0.801928571429
463,0.944766666667
465,0.925583333333
467,0.77275
473,0.797833333333
474,0.953333333333
480,0.701680952381
481,0.925
483,0.806855194805
484,0.635333333333
485,0.69905
487,0.966916666667
490,0.8653
