ID,PredictedProb
0,0.424576028398
1,0.793555546471
2,0.891560703635
7,0.614378201554
10,0.75749446105
11,0.627300114701
13,0.944440764732
14,0.444143334929
15,0.958694714305
16,0.845619329248
17,0.752667897679
18,0.850747470639
19,0.864771165244
20,0.8785337326
25,0.927684765502
26,0.776743355854
29,0.851324450916
38,0.926281056442
41,0.896413366538
44,0.580039088559
45,0.223237383194
47,0.695218214569
48,0.650118808224
49,0.909363212669
50,0.853453077645
53,0.407063783999
56,0.576702974718
59,0.830984209093
60,0.711627879604
64,0.815453673765
65,0.986296237353
66,0.751461350746
68,0.815233128994
69,0.676094904682
70,0.914115031458
71,0.801174172078
72,0.668553392096
76,0.813184368142
80,0.784660878092
82,0.74584762427
83,0.92288342303
85,0.943727180166
86,0.873459199726
87,0.701197322404
89,0.873584031392
97,0.854695666043
99,0.562271679384
101,0.719821003777
102,0.202660562258
103,0.644079925385
104,0.564063276941
106,0.923116119309
107,0.638491124773
109,0.896936296451
111,0.33241955672
113,0.797127550298
114,0.521842793373
118,0.856213319641
119,0.69730165927
120,0.945963094277
123,0.641293135633
128,0.278049077515
129,0.796269132416
131,0.932168851939
133,0.610548909788
134,0.733277073258
136,0.914675096139
137,0.696314790588
139,0.746774697768
140,0.915920738301
142,0.784419440177
144,0.840325208105
146,0.875898966424
147,0.772453123475
148,0.853366982205
150,0.240787680627
151,0.407612914951
152,0.94119637132
155,0.974847858112
158,0.863550053347
159,0.558922944201
160,0.96626989838
161,0.658717388963
165,0.954557748995
166,0.539663603279
170,0.951816616665
171,0.734502916903
174,0.646383372179
175,0.810454191871
179,0.796426606472
180,0.898847432622
181,0.887370565814
184,0.659650155452
185,0.622667827631
187,0.924306215118
188,0.883034381208
190,0.704231937126
191,0.620774653514
192,0.586908783857
193,0.83463501733
196,0.870786801868
197,0.575886775399
198,0.642756727599
205,0.376791215675
211,0.850021263658
213,0.774904451013
214,0.817357974615
217,0.480041167869
218,0.885304494585
221,0.695495703218
222,0.53317776101
225,0.89765301587
229,0.887560436448
236,0.468759904706
237,0.908410931324
238,0.880825697282
239,0.974813316802
242,0.701141199691
245,0.914764898228
246,0.796515658341
247,0.888176653859
248,0.987015361874
254,0.83056328908
255,0.53935503571
257,0.965024604198
259,0.725923082193
264,0.867289959337
270,0.707782489218
272,0.902345391093
274,0.443909033149
275,0.493638204057
278,0.76954863785
280,0.247479812045
281,0.392189393081
282,0.407063783999
283,0.87877210436
284,0.953487994377
286,0.833621370839
287,0.93700812179
288,0.946541467051
289,0.875429402414
290,0.477256655764
291,0.717349225343
294,0.56499029786
295,0.541185208101
297,0.656387488353
299,0.740701925842
305,0.826774251461
307,0.555701544749
308,0.820274227746
313,0.506162061989
314,0.765954608235
315,0.759534706684
316,0.913064141691
317,0.832018473272
319,0.682562922719
322,0.819843453979
323,0.891255542004
324,0.907587320905
326,0.9393803904
327,0.602271291003
329,0.973219552376
330,0.206161428827
331,0.552772944678
336,0.301620622716
337,0.407139885625
338,0.8286016858
340,0.945345203191
345,0.282964048707
347,0.8753980528
348,0.754861148267
350,0.987015361874
352,0.764557331063
356,0.886333028369
357,0.935602071392
358,0.928176493641
359,0.858958384493
361,0.720486585023
363,0.538380166958
364,0.811417841922
368,0.798882326264
376,0.972871366498
378,0.670012846305
382,0.778039252065
384,0.539881538716
385,0.960842056989
388,0.259657680617
389,0.95965551758
391,0.726697539849
392,0.709447637142
395,0.778185564462
396,0.939270241169
397,0.844429476742
399,0.757298511117
404,0.89230108993
407,0.325748459219
409,0.927368237088
410,0.826640534948
413,0.757961921553
414,0.634135180002
416,0.71169049156
418,0.811120683146
419,0.790548067245
420,0.853838197313
422,0.902101734995
423,0.804504740865
427,0.533598468933
429,0.992243916042
430,0.578526019056
431,0.814735893834
432,0.731813145205
433,0.904573363131
434,0.185980378973
436,0.736463499815
437,0.885635225911
451,0.841574006032
452,0.77942071658
454,0.718678580749
457,0.936958107538
458,0.840223702346
460,0.639003230845
461,0.972631579456
462,0.72438288765
463,0.824197002207
465,0.941887210812
467,0.907913848116
473,0.79387623752
474,0.956271907871
480,0.151515235619
481,0.7367476132
483,0.930911190531
484,0.546734184613
485,0.579775102423
487,0.944970515974
490,0.942770924222
491,0.819421749775
492,0.700458335428
496,0.868068066872
497,0.669857988136
498,0.700290706135
499,0.827721289334
501,0.712640642578
502,0.901802343936
503,0.874858141415
506,0.931164612574
507,0.677838326075
508,0.590384041462
509,0.682371930767
510,0.809120230827
511,0.863966499323
513,0.787422066883
515,0.887791437742
521,0.243947854614
522,0.855283155728
523,0.856892926918
525,0.914199801658
529,0.850690378502
530,0.743653496413
531,0.578695427126
533,0.732995777958
534,0.568340145963
535,0.958215282569
537,0.556979914456
541,0.649352335912
542,0.835540975253
543,0.551813217725
544,0.802686450337
545,0.65997910618
549,0.871938433955
550,0.911643640743
551,0.846494191816
553,0.634766216858
556,0.885147090233
558,0.433002501214
560,0.74476780897
563,0.511734554705
564,0.947412731763
567,0.397549096898
572,0.541354099378
573,0.949543266781
577,0.906900741693
583,0.770347846546
584,0.836023679376
585,0.767273785869
586,0.840787602122
588,0.739940714945
590,0.699865879977
591,0.751767391522
593,0.96464708886
594,0.583958125474
597,0.94214893359
598,0.665764162463
599,0.917261830007
603,0.796568936249
604,0.668703715085
606,0.95137025865
607,0.68297523892
609,0.662706357188
614,0.788712257113
615,0.89674904272
616,0.581307364774
617,0.816583310208
618,0.859296070579
619,0.792268893975
620,0.930049652934
623,0.752614855626
625,0.856685987155
626,0.749790372757
627,0.824192008373
632,0.960709252901
633,0.577202372241
634,0.780506691025
635,0.68219158192
636,0.849659150732
637,0.920259341727
638,0.743318307338
639,0.958623808915
642,0.581044700638
643,0.905544309993
644,0.967012353427
645,0.559511143704
646,0.8041740934
650,0.900103028081
653,0.626625932612
654,0.402078748427
655,0.70902222741
656,0.879597830682
657,0.841082540501
658,0.687011127889
660,0.496409081855
661,0.823530510933
668,0.917239667066
669,0.573088446553
671,0.864048478251
672,0.703834101977
676,0.93830304387
678,0.942909452686
680,0.710431434701
682,0.955337818459
684,0.863222693715
685,0.863696261625
686,0.597751390323
687,0.492287229086
694,0.340231527094
696,0.650483469763
697,0.63827598872
699,0.655861858486
702,0.963449388769
707,0.864469415591
708,0.979260999316
712,0.924618333805
717,0.964850383026
718,0.959815739423
720,0.555395621957
721,0.741283242492
723,0.853971919923
724,0.657658930816
727,0.580572653676
728,0.36442866704
731,0.870364355458
733,0.778367283193
735,0.88786500303
737,0.72915460388
738,0.737670818262
740,0.622753095204
742,0.977408389498
743,0.674511875049
745,0.695513045324
746,0.900759349647
747,0.6624199232
748,0.987051275885
749,0.870786644801
750,0.983642990283
753,0.727278969164
755,0.825960947139
756,0.915562523374
